ensembl_id	biotype	description
ENSG00000274565	lncRNA	novel transcript
ENSG00000274629	lncRNA	novel transcript, antisense to CUL3
ENSG00000274630	lncRNA	novel transcript, antisense to ACLY
ENSG00000274670	lncRNA	novel transcript
ENSG00000274678	lncRNA	novel transcript
ENSG00000274685	lncRNA	novel transcript
ENSG00000274695	lncRNA	novel transcript
ENSG00000274698	lncRNA	novel transcript
ENSG00000274723	lncRNA	novel transcript
ENSG00000274751	lncRNA	novel transcript, antisense to UBE2I
ENSG00000274758	lncRNA	novel transcript, antisense to SGSM2
ENSG00000274766	lncRNA	long intergenic non-protein coding RNA 453
ENSG00000274767	lncRNA	novel transcript, antisense CCL3L3
ENSG00000274769	lncRNA	novel transcript
ENSG00000274776	lncRNA	novel transcript
ENSG00000274797	lncRNA	novel transcript, antisense to HIGD1C
ENSG00000274798	lncRNA	novel transcript
ENSG00000274818	lncRNA	novel transcript
ENSG00000274825	lncRNA	novel transcript
ENSG00000274833	lncRNA	novel transcript
ENSG00000274834	lncRNA	novel transcript
ENSG00000274859	lncRNA	novel transcript, antisense to VSIG10
ENSG00000274863	lncRNA	novel transcript
ENSG00000274893	lncRNA	novel transcript
ENSG00000274904	lncRNA	novel transcript, antisense to ALDOA
ENSG00000274918	lncRNA	novel transcript
ENSG00000274922	lncRNA	novel transcript
ENSG00000274937	lncRNA	novel transcript
ENSG00000274949	NOT_FOUND_IN_ENSEMBL	
ENSG00000274979	lncRNA	novel transcript
ENSG00000274987	lncRNA	novel transcript, antisense to KRAS
ENSG00000274993	lncRNA	novel transcript
ENSG00000274996	lncRNA	novel transcript, antisense to SRCIN1
ENSG00000275005	lncRNA	novel transcript, antisense to EBF3
ENSG00000275016	lncRNA	novel transcript
ENSG00000275024	lncRNA	novel transcript, antisense to VWA2
ENSG00000275025	lncRNA	novel transcript, antisense to PDK2
ENSG00000275038	lncRNA	novel transcript, antisense to TLX3
ENSG00000275055	lncRNA	novel transcript, antisense to ZNF432
ENSG00000275088	lncRNA	novel transcript
ENSG00000275091	lncRNA	novel transcript, antisense to RFX1
ENSG00000275097	lncRNA	novel transcript, overlapping 3'UTR of FAM60A
ENSG00000275119	lncRNA	novel transcript
ENSG00000275120	lncRNA	ZSCAN2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56673]
ENSG00000275139	lncRNA	novel transcript, antisense to PCBP3
ENSG00000275173	lncRNA	novel transcript
ENSG00000275178	lncRNA	novel transcript, antisense to MBP
ENSG00000275185	lncRNA	novel transcript, antisense to TEFM
ENSG00000275186	lncRNA	novel transcript, antisense to NFATC1
ENSG00000275197	lncRNA	novel transcript, antisense to KRAS
ENSG00000275202	lncRNA	novel transcript, antisense to FNDC3A
ENSG00000275210	lncRNA	novel transcript
ENSG00000275216	NOT_FOUND_IN_ENSEMBL	
ENSG00000275223	lncRNA	novel transcript
ENSG00000275228	lncRNA	novel transcript
ENSG00000275232	NOT_FOUND_IN_ENSEMBL	
ENSG00000275234	lncRNA	novel transcript, antisense to DENND1C
ENSG00000275263	lncRNA	novel transcript
ENSG00000275265	lncRNA	novel transcript
ENSG00000275285	lncRNA	novel transcript
ENSG00000275286	lncRNA	novel transcript
ENSG00000275322	lncRNA	stem cell derived angiogenic lncRNA [Source:HGNC Symbol;Acc:HGNC:58108]
ENSG00000275327	lncRNA	novel transcript, antisense to EBF3
ENSG00000275329	lncRNA	novel transcript
ENSG00000275332	lncRNA	novel transcript, antisense to ANKDD1A
ENSG00000275358	lncRNA	novel transcript
ENSG00000275367	lncRNA	novel transcript
ENSG00000275371	lncRNA	novel transcript, antisense to GDPD3
ENSG00000275383	lncRNA	novel transcript
ENSG00000275390	lncRNA	novel transcript
ENSG00000275392	lncRNA	novel transcript, antisense to C4BPA
ENSG00000275401	lncRNA	novel transcript
ENSG00000275409	lncRNA	novel transcript
ENSG00000275413	lncRNA	novel transcript, antisense to TTC19
ENSG00000275418	lncRNA	long intergenic non-protein coding RNA 3110 [Source:HGNC Symbol;Acc:HGNC:56846]
ENSG00000275427	lncRNA	novel transcript
ENSG00000275431	lncRNA	novel transcript, antisense to CCL14
ENSG00000275438	lncRNA	novel transcript
ENSG00000275443	lncRNA	novel transcript
ENSG00000275445	lncRNA	novel transcript, antisense to C16orf52
ENSG00000275454	lncRNA	novel transcript, antisense to IMP3
ENSG00000275457	lncRNA	novel transcript, antisense to XRN2
ENSG00000275465	lncRNA	novel transcript
ENSG00000275476	lncRNA	novel transcript, antisense to FAR2
ENSG00000275479	lncRNA	novel transcript
ENSG00000275496	lncRNA	novel transcript
ENSG00000275512	lncRNA	novel transcript
ENSG00000275516	lncRNA	novel transcript, antisense to TBC1D16
ENSG00000275527	lncRNA	CLK3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58198]
ENSG00000275532	lncRNA	novel transcript, antisense to MLLT6
ENSG00000275552	lncRNA	novel transcript, antisense ABHD4
ENSG00000275557	NOT_FOUND_IN_ENSEMBL	
ENSG00000275563	lncRNA	novel transcript, antisense to POTEG
ENSG00000275569	lncRNA	novel transcript
ENSG00000275582	lncRNA	novel transcript, antisense to PANK2
ENSG00000275613	lncRNA	novel transcript
ENSG00000275630	lncRNA	novel transcript
ENSG00000275638	lncRNA	novel transcript, antisense to SLC24A1
ENSG00000275645	lncRNA	NEIL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58160]
ENSG00000275649	lncRNA	novel transcript
ENSG00000275665	lncRNA	novel transcript, antisense to MLLT6
ENSG00000275672	lncRNA	GATM antisense RNA 1
ENSG00000275674	protein_coding	novel protein
ENSG00000275676	lncRNA	novel transcript
ENSG00000275709	lncRNA	novel transcript
ENSG00000275710	lncRNA	novel transcript, antisense to COX11
ENSG00000275719	lncRNA	novel transcript, antisense to SLC1A5
ENSG00000275720	lncRNA	novel transcript
ENSG00000275728	lncRNA	novel transcript
ENSG00000275734	lncRNA	novel transcript, sense overlapping CDK10
ENSG00000275740	protein_coding	RBM27-POU4F3 readthrough [Source:HGNC Symbol;Acc:HGNC:58349]
ENSG00000275741	lncRNA	novel transcript, antisense to IRS2
ENSG00000275759	lncRNA	novel transcript
ENSG00000275773	lncRNA	novel transcript
ENSG00000275807	lncRNA	novel transcript, antisense to ATXN2L
ENSG00000275812	lncRNA	novel transcript, antisense to SRMS
ENSG00000275830	lncRNA	long intergenic non-protein coding RNA 3082 [Source:HGNC Symbol;Acc:HGNC:56676]
ENSG00000275846	lncRNA	novel transcript
ENSG00000275857	lncRNA	novel transcript, antisense to KIF22
ENSG00000275871	lncRNA	lncRNA PDCD5 and p53 scaffold [Source:HGNC Symbol;Acc:HGNC:51665]
ENSG00000275880	lncRNA	NAXD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56341]
ENSG00000275897	lncRNA	novel transcript
ENSG00000275898	lncRNA	novel transcript
ENSG00000275902	lncRNA	novel transcript, antisense to HGS
ENSG00000275910	lncRNA	novel transcript, antisense to PDXDC1
ENSG00000275936	lncRNA	novel transcript, antisense to PXN
ENSG00000275944	lncRNA	novel transcript, antisense CCL15
ENSG00000275963	lncRNA	novel transcript
ENSG00000275964	lncRNA	novel transcript
ENSG00000276012	lncRNA	novel transcript, antisense to FGF14
ENSG00000276030	lncRNA	long intergenic non-protein coding RNA 3085 [Source:HGNC Symbol;Acc:HGNC:56691]
ENSG00000276063	lncRNA	novel transcript
ENSG00000276071	lncRNA	novel transcript
ENSG00000276075	NOT_FOUND_IN_ENSEMBL	
ENSG00000276087	protein_coding	novel transcript
ENSG00000276093	lncRNA	novel transcript
ENSG00000276101	lncRNA	novel transcript, antisense to SLC38A10
ENSG00000276110	lncRNA	novel transcript, antisense to CA14
ENSG00000276121	lncRNA	novel transcript
ENSG00000276122	lncRNA	novel transcript
ENSG00000276131	lncRNA	novel transcript, antisense to GINS3
ENSG00000276136	lncRNA	novel transcript
ENSG00000276148	lncRNA	novel transcript, antisense to DNM1L
ENSG00000276166	lncRNA	novel transcript, antisense to KIFC3
ENSG00000276170	lncRNA	novel transcript, antisense to ARHGAP23
ENSG00000276188	lncRNA	novel transcript
ENSG00000276216	lncRNA	novel transcript
ENSG00000276241	lncRNA	novel transcript, antisense TBC1D3B
ENSG00000276250	NOT_FOUND_IN_ENSEMBL	
ENSG00000276251	NOT_FOUND_IN_ENSEMBL	
ENSG00000276261	lncRNA	novel transcript, antisense to a lncRNA
ENSG00000276272	lncRNA	novel transcript
ENSG00000276292	lncRNA	novel transcript, antisense to WSB2
ENSG00000276302	protein_coding	novel protein
ENSG00000276308	lncRNA	novel transcript
ENSG00000276317	lncRNA	novel transcript, antisense to SLCO4A1
ENSG00000276348	NOT_FOUND_IN_ENSEMBL	
ENSG00000276384	lncRNA	novel transcript, antisense to TNFSF12
ENSG00000276403	lncRNA	novel transcript
ENSG00000276406	lncRNA	novel transcript
ENSG00000276407	lncRNA	novel transcript
ENSG00000276408	lncRNA	novel transcript
ENSG00000276411	lncRNA	novel transcript
ENSG00000276412	lncRNA	novel transcript
ENSG00000276418	protein_coding	novel protein, TPD52-MRPS28 readthrough
ENSG00000276422	lncRNA	novel transcript
ENSG00000276436	lncRNA	novel transcript, antisense to KPNA3
ENSG00000276445	lncRNA	novel transcript
ENSG00000276449	lncRNA	novel transcript
ENSG00000276454	lncRNA	novel transcript
ENSG00000276473	lncRNA	novel transcript
ENSG00000276487	lncRNA	novel transcript
ENSG00000276488	lncRNA	novel transcript, antisense to ZNF865
ENSG00000276490	protein_coding	novel transcript
ENSG00000276502	lncRNA	novel transcript
ENSG00000276508	lncRNA	novel transcript
ENSG00000276509	lncRNA	novel transcript
ENSG00000276524	lncRNA	long intergenic non-protein coding RNA 3065 [Source:HGNC Symbol;Acc:HGNC:56373]
ENSG00000276527	lncRNA	novel transcript
ENSG00000276529	lncRNA	novel transcript
ENSG00000276570	lncRNA	novel transcript
ENSG00000276571	lncRNA	novel transcript, antisense to C16orf62
ENSG00000276627	lncRNA	novel transcript
ENSG00000276649	NOT_FOUND_IN_ENSEMBL	
ENSG00000276651	lncRNA	novel transcript
ENSG00000276663	lncRNA	novel transcript, antisense to ARL2BP
ENSG00000276687	lncRNA	novel transcript
ENSG00000276691	lncRNA	novel transcript, antisense to HDAC7
ENSG00000276693	lncRNA	novel transcript
ENSG00000276698	lncRNA	novel transcript
ENSG00000276702	lncRNA	novel transcript, antisense to RYR3
ENSG00000276707	lncRNA	novel transcript, antisense to LHX1
ENSG00000276718	lncRNA	VAMP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56361]
ENSG00000276727	lncRNA	novel transcript, antisense to SHMT2
ENSG00000276728	lncRNA	novel transcript
ENSG00000276742	lncRNA	novel transcript, antisense to NSMCE4A
ENSG00000276754	lncRNA	novel transcript, antisense to TRAP1
ENSG00000276759	lncRNA	long intergenic non-protein coding RNA 3106 [Source:HGNC Symbol;Acc:HGNC:56836]
ENSG00000276768	lncRNA	novel transcript
ENSG00000276772	lncRNA	novel transcript
ENSG00000276790	NOT_FOUND_IN_ENSEMBL	
ENSG00000276791	lncRNA	novel transcript
ENSG00000276807	lncRNA	novel transcript
ENSG00000276814	NOT_FOUND_IN_ENSEMBL	
ENSG00000276831	lncRNA	novel transcript
ENSG00000276842	lncRNA	novel transcript, antisense to LRMP
ENSG00000276846	lncRNA	novel transcript, antisense to HKR1
ENSG00000276850	lncRNA	novel transcript
ENSG00000276851	lncRNA	novel transcript
ENSG00000276855	lncRNA	novel transcript
ENSG00000276863	lncRNA	novel transcript, antisense to RNF213
ENSG00000276867	NOT_FOUND_IN_ENSEMBL	
ENSG00000276900	lncRNA	AMN1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58137]
ENSG00000276952	lncRNA	novel transcript, antisense to PYGB
ENSG00000276957	lncRNA	novel transcript
ENSG00000276968	lncRNA	novel transcript, antisense to NUDT15
ENSG00000276972	lncRNA	novel transcript
ENSG00000276984	lncRNA	novel transcript
ENSG00000276993	lncRNA	novel transcript
ENSG00000276997	lncRNA	novel transcript
ENSG00000277007	lncRNA	novel transcript
ENSG00000277010	NOT_FOUND_IN_ENSEMBL	
ENSG00000277011	lncRNA	novel transcript
ENSG00000277017	lncRNA	novel transcript
ENSG00000277020	lncRNA	novel transcript, antisense to IFT88
ENSG00000277022	lncRNA	novel transcript
ENSG00000277047	lncRNA	novel transcript
ENSG00000277087	lncRNA	novel transcript
ENSG00000277128	lncRNA	novel transcript
ENSG00000277144	lncRNA	novel transcript, antisense to CCNB2
ENSG00000277151	lncRNA	novel transcript
ENSG00000277152	lncRNA	novel transcript
ENSG00000277159	lncRNA	novel transcript
ENSG00000277182	lncRNA	novel transcript, antisense to PCGF2
ENSG00000277186	lncRNA	novel transcript
ENSG00000277214	lncRNA	novel transcript
ENSG00000277228	lncRNA	novel transcript
ENSG00000277235	lncRNA	novel transcript
ENSG00000277245	lncRNA	novel transcript, antisense to MNS1
ENSG00000277247	lncRNA	novel transcript, antisense to PTPRB
ENSG00000277270	lncRNA	novel transcript
ENSG00000277283	lncRNA	RAB35 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56348]
ENSG00000277287	lncRNA	novel transcript
ENSG00000277301	lncRNA	novel transcript, antisense to NOL4L
ENSG00000277324	lncRNA	novel transcript, antisense to POLI
ENSG00000277332	lncRNA	novel transcript
ENSG00000277350	lncRNA	novel transcript
ENSG00000277351	lncRNA	novel transcript, antisense to SLC51B
ENSG00000277368	lncRNA	novel transcript, antisense to ring finger protein (C3H2C3 type) 6
ENSG00000277369	lncRNA	novel transcript
ENSG00000277382	lncRNA	novel transcript, antisense to MXRA7
ENSG00000277383	lncRNA	BICRA antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:56742]
ENSG00000277412	lncRNA	novel transcript, antisense to SPATA31A7
ENSG00000277423	NOT_FOUND_IN_ENSEMBL	
ENSG00000277425	lncRNA	novel transcript
ENSG00000277453	lncRNA	novel transcript
ENSG00000277459	lncRNA	YAP1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:58148]
ENSG00000277463	lncRNA	novel transcript
ENSG00000277476	lncRNA	novel transcript
ENSG00000277482	lncRNA	novel transcript, antisense to WDR61
ENSG00000277491	lncRNA	novel transcript
ENSG00000277501	NOT_FOUND_IN_ENSEMBL	
ENSG00000277504	lncRNA	novel transcript, antisense to JPH3
ENSG00000277511	lncRNA	virus inducible lncRNA modulator of interferon response [Source:HGNC Symbol;Acc:HGNC:56888]
ENSG00000277535	protein_coding	cancer/testis antigen family 47 member C1 [Source:HGNC Symbol;Acc:HGNC:53820]
ENSG00000277543	lncRNA	novel transcript, antisense to COX6A2
ENSG00000277550	lncRNA	novel transcript
ENSG00000277559	NOT_FOUND_IN_ENSEMBL	
ENSG00000277587	lncRNA	novel transcript
ENSG00000277597	lncRNA	novel transcript, antisense to PRPF8
ENSG00000277602	lncRNA	novel transcript
ENSG00000277611	protein_coding	novel protein
ENSG00000277621	lncRNA	novel transcript, antisense to ARHGAP44
ENSG00000277639	protein_coding	CHD9 neighbor [Source:HGNC Symbol;Acc:HGNC:53436]
ENSG00000277675	lncRNA	novel transcript
ENSG00000277684	lncRNA	novel transcript, antisense to RB1
ENSG00000277688	lncRNA	novel transcript, antisense DDX52
ENSG00000277692	lncRNA	novel transcript
ENSG00000277693	lncRNA	novel transcript
ENSG00000277695	lncRNA	novel transcript, antisense to SNCA
ENSG00000277701	lncRNA	novel transcript
ENSG00000277715	lncRNA	novel transcript, antisense to CKAP4
ENSG00000277728	lncRNA	novel transcript, antisense to COG1
ENSG00000277738	lncRNA	novel transcript
ENSG00000277749	lncRNA	CCDC33 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58163]
ENSG00000277757	NOT_FOUND_IN_ENSEMBL	
ENSG00000277763	lncRNA	novel transcript
ENSG00000277767	lncRNA	novel transcript
ENSG00000277782	lncRNA	novel transcript
ENSG00000277797	lncRNA	novel transcript
ENSG00000277801	lncRNA	novel transcript
ENSG00000277825	lncRNA	novel transcript
ENSG00000277831	lncRNA	novel transcript
ENSG00000277837	lncRNA	novel transcript
ENSG00000277855	lncRNA	novel transcript, antisense to FOXP1
ENSG00000277863	lncRNA	novel transcript
ENSG00000277873	lncRNA	novel transcript, antisense to RFC5
ENSG00000277879	lncRNA	novel transcript, antisense to SLC18A2
ENSG00000277895	lncRNA	novel transcript, antisense to TBK1
ENSG00000277901	NOT_FOUND_IN_ENSEMBL	
ENSG00000277930	lncRNA	novel transcript
ENSG00000277938	lncRNA	novel transcript
ENSG00000277954	lncRNA	novel transcript, antisense to WWOX
ENSG00000277959	lncRNA	novel transcript, antisense to BNIP3
ENSG00000277969	lncRNA	novel transcript
ENSG00000277971	protein_coding	novel protein
ENSG00000277978	lncRNA	novel transcript, antisense to CKLF
ENSG00000277997	lncRNA	novel transcript
ENSG00000278002	lncRNA	novel transcript
ENSG00000278011	NOT_FOUND_IN_ENSEMBL	
ENSG00000278013	lncRNA	novel transcript, antisense to CPEB1
ENSG00000278017	lncRNA	novel transcript, antisense to ZCCHC2
ENSG00000278035	lncRNA	novel transcript
ENSG00000278041	lncRNA	novel transcript
ENSG00000278052	lncRNA	novel transcript
ENSG00000278058	lncRNA	novel transcript
ENSG00000278060	lncRNA	novel transcript, antisense to EMX1
ENSG00000278071	lncRNA	novel transcript
ENSG00000278075	lncRNA	novel transcript
ENSG00000278084	NOT_FOUND_IN_ENSEMBL	
ENSG00000278097	lncRNA	novel transcript
ENSG00000278153	lncRNA	novel transcript
ENSG00000278177	lncRNA	novel transcript, antisense to GPC6
ENSG00000278192	lncRNA	novel transcript
ENSG00000278202	lncRNA	GOLGA6L9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56873]
ENSG00000278206	lncRNA	novel transcript
ENSG00000278231	lncRNA	novel transcript
ENSG00000278239	lncRNA	novel transcript
ENSG00000278254	lncRNA	novel transcript
ENSG00000278276	lncRNA	novel transcript
ENSG00000278291	lncRNA	novel transcript, antisense to IL17D
ENSG00000278305	lncRNA	novel transcript
ENSG00000278330	lncRNA	MBP antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:58393]
ENSG00000278341	lncRNA	novel transcript, antisense to CTU2
ENSG00000278344	lncRNA	novel transcript
ENSG00000278367	lncRNA	novel transcript, antisense to PROCR
ENSG00000278370	lncRNA	novel transcript
ENSG00000278376	lncRNA	novel transcript
ENSG00000278385	lncRNA	novel transcript
ENSG00000278389	lncRNA	novel transcript
ENSG00000278390	lncRNA	KBTBD6 divergent transcript [Source:HGNC Symbol;Acc:HGNC:56824]
ENSG00000278408	lncRNA	novel transcript, antisense to THSD4
ENSG00000278419	lncRNA	novel readthrough transcript, antisense to PITRM1
ENSG00000278445	lncRNA	novel transcript
ENSG00000278456	lncRNA	novel transcript, antisense to ALDH1A3
ENSG00000278464	lncRNA	novel transcript
ENSG00000278467	lncRNA	novel transcript
ENSG00000278484	lncRNA	novel transcript
ENSG00000278518	lncRNA	novel transcript, antisense to CYP2E1
ENSG00000278546	lncRNA	novel transcript
ENSG00000278601	lncRNA	novel transcript, antisense to BBIP1
ENSG00000278607	lncRNA	novel transcript
ENSG00000278626	NOT_FOUND_IN_ENSEMBL	
ENSG00000278627	lncRNA	novel transcript, antisense to EPX
ENSG00000278638	lncRNA	novel transcript, antisense AATF
ENSG00000278642	lncRNA	novel transcript
ENSG00000278657	lncRNA	novel transcript
ENSG00000278668	lncRNA	novel transcript
ENSG00000278690	lncRNA	novel transcript
ENSG00000278703	lncRNA	novel transcript
ENSG00000278713	lncRNA	novel transcript, antisense to CDIPT
ENSG00000278722	lncRNA	novel transcript, antisense to PCDH17
ENSG00000278727	lncRNA	novel transcript
ENSG00000278730	lncRNA	novel transcript
ENSG00000278737	lncRNA	novel transcript
ENSG00000278740	lncRNA	novel transcript
ENSG00000278743	lncRNA	novel transcript
ENSG00000278765	lncRNA	novel transcript
ENSG00000278766	lncRNA	novel transcript
ENSG00000278769	lncRNA	novel transcript, antisense to CDAN1
ENSG00000278816	lncRNA	novel transcript
ENSG00000278831	lncRNA	novel transcript, antisense to FAM53B
ENSG00000278834	lncRNA	novel transcript, antisense to SMARCE1
ENSG00000278847	lncRNA	novel transcript
ENSG00000278869	lncRNA	novel transcript
ENSG00000278890	lncRNA	novel transcript
ENSG00000278899	lncRNA	novel transcript, antisense to LATS1
ENSG00000278901	lncRNA	novel transcript, antisense to PCDHA13
ENSG00000278903	lncRNA	novel transcript
ENSG00000278911	lncRNA	novel transcript
ENSG00000278915	lncRNA	novel transcript, antisense to  PCDHA12
ENSG00000278920	lncRNA	novel transcript, sense overlapping SMTN
ENSG00000278923	NOT_FOUND_IN_ENSEMBL	
ENSG00000278925	lncRNA	novel transcript
ENSG00000278932	lncRNA	novel transcript
ENSG00000278944	lncRNA	novel transcript
ENSG00000278946	lncRNA	novel transcript, antisense to PCDHA10
