mouse_symbol	class	n_human_targets	human_targets
Ttc30B	NOT_FOUND_IN_BIOMART	0	
Ttc39A	NOT_FOUND_IN_BIOMART	0	
Ttc8	ortholog_one2one	1	TTC8:ENSG00000165533
Ttc9	ortholog_one2one	1	TTC9:ENSG00000133985
Ttll1	ortholog_one2one	1	TTLL1:ENSG00000100271
Ttr	ortholog_one2one	1	TTR:ENSG00000118271
Tubb6	ortholog_one2one	1	TUBB6:ENSG00000176014
Tuft1	ortholog_one2one	1	TUFT1:ENSG00000143367
Tulp2	ortholog_one2one	1	TULP2:ENSG00000104804
Twf2	ortholog_one2one	1	TWF2:ENSG00000247596
Twsg1	ortholog_one2one	1	TWSG1:ENSG00000128791
Txndc15	ortholog_one2one	1	TXNDC15:ENSG00000113621
Uba7	ortholog_one2one	1	UBA7:ENSG00000182179
Ubd	ortholog_one2one	1	UBD:ENSG00000213886
Ube2A	NOT_FOUND_IN_BIOMART	0	
Ube2C	NOT_FOUND_IN_BIOMART	0	
Ube2H	NOT_FOUND_IN_BIOMART	0	
Ube2N	NOT_FOUND_IN_BIOMART	0	
Ubqln1	ortholog_one2one	1	UBQLN1:ENSG00000135018
Ubtd2	ortholog_one2one	1	UBTD2:ENSG00000168246
Ubxn11	ortholog_one2one	1	UBXN11:ENSG00000158062
Ubxn6	ortholog_one2one	1	UBXN6:ENSG00000167671
Ugdh	ortholog_one2one	1	UGDH:ENSG00000109814
Uggt2	ortholog_one2one	1	UGGT2:ENSG00000102595
Uhrf1Bp1L	NOT_FOUND_IN_BIOMART	0	
Unc119B	NOT_FOUND_IN_BIOMART	0	
Unc13A	NOT_FOUND_IN_BIOMART	0	
Unc13D	NOT_FOUND_IN_BIOMART	0	
Unc5C	NOT_FOUND_IN_BIOMART	0	
Upk1B	NOT_FOUND_IN_BIOMART	0	
Ush1G	NOT_FOUND_IN_BIOMART	0	
Usp18	ortholog_one2one	1	USP18:ENSG00000184979
Usp46	ortholog_one2one	1	USP46:ENSG00000109189
Uts2	ortholog_one2one	1	UTS2:ENSG00000049247
Vamp5	ortholog_one2one	1	VAMP5:ENSG00000168899
Vamp8	ortholog_one2one	1	VAMP8:ENSG00000118640
Vangl1	ortholog_one2one	1	VANGL1:ENSG00000173218
Vapb	ortholog_one2one	1	VAPB:ENSG00000124164
Vasn	ortholog_one2one	1	VASN:ENSG00000168140
Vcam1	ortholog_one2one	1	VCAM1:ENSG00000162692
Vgll3	ortholog_one2one	1	VGLL3:ENSG00000206538
Vill	ortholog_one2one	1	VILL:ENSG00000136059
Vim	ortholog_one2one	1	VIM:ENSG00000026025
Vmp1	ortholog_one2one	1	VMP1:ENSG00000062716
Vnn1	ortholog_one2one	1	VNN1:ENSG00000112299
Vnn3	NO_ORTHOLOG	0	
Vopp1	ortholog_one2one	1	VOPP1:ENSG00000154978
Vps33A	NOT_FOUND_IN_BIOMART	0	
Vps37B	NOT_FOUND_IN_BIOMART	0	
Vrk1	ortholog_one2one	1	VRK1:ENSG00000100749
Vsig1	ortholog_one2one	1	VSIG1:ENSG00000101842
Vwa5A	NOT_FOUND_IN_BIOMART	0	
Wars	NOT_FOUND_IN_BIOMART	0	
Wasf1	ortholog_one2one	1	WASF1:ENSG00000112290
Wbp1L	NOT_FOUND_IN_BIOMART	0	
Wdpcp	ortholog_one2one	1	WDPCP:ENSG00000143951
Wdr34	NOT_FOUND_IN_BIOMART	0	
Wdr47	ortholog_one2one	1	WDR47:ENSG00000085433
Wdr6	ortholog_one2one	1	WDR6:ENSG00000178252
Wdr60	NOT_FOUND_IN_BIOMART	0	
Wdr77	ortholog_one2one	1	WDR77:ENSG00000116455
Wdr78	NOT_FOUND_IN_BIOMART	0	
Wfdc1	ortholog_one2one	1	WFDC1:ENSG00000103175
Wfdc18	NO_ORTHOLOG	0	
Wfdc2	ortholog_one2one	1	WFDC2:ENSG00000101443
Wls	ortholog_one2one	1	WLS:ENSG00000116729
Wnt4	ortholog_one2one	1	WNT4:ENSG00000162552
Wnt7A	NOT_FOUND_IN_BIOMART	0	
Wnt7B	NOT_FOUND_IN_BIOMART	0	
Wrb	NOT_FOUND_IN_BIOMART	0	
Wtip	ortholog_one2one	1	WTIP:ENSG00000142279
Wwc1	ortholog_one2one	1	WWC1:ENSG00000113645
Wwc2	ortholog_one2one	1	WWC2:ENSG00000151718
Wwp2	ortholog_one2one	1	WWP2:ENSG00000198373
Wwtr1	ortholog_one2one	1	WWTR1:ENSG00000018408
Xaf1	ortholog_one2one	1	XAF1:ENSG00000132530
Xpc	ortholog_one2one	1	XPC:ENSG00000154767
Xpo5	ortholog_one2one	1	XPO5:ENSG00000124571
Yap1	ortholog_one2one	1	YAP1:ENSG00000137693
Ypel3	ortholog_one2one	1	YPEL3:ENSG00000090238
Ypel5	ortholog_one2one	1	YPEL5:ENSG00000119801
Ythdf3	ortholog_one2one	1	YTHDF3:ENSG00000185728
Ywhab	ortholog_one2one	1	YWHAB:ENSG00000166913
Zbp1	ortholog_one2one	1	ZBP1:ENSG00000124256
Zbtb32	ortholog_one2one	1	ZBTB32:ENSG00000011590
Zbtb7C	NOT_FOUND_IN_BIOMART	0	
Zc2Hc1A	NOT_FOUND_IN_BIOMART	0	
Zc4H2	NOT_FOUND_IN_BIOMART	0	
Zcchc3	ortholog_one2one	1	ZCCHC3:ENSG00000247315
Zdhhc8	ortholog_one2one	1	ZDHHC8:ENSG00000099904
Zfhx3	ortholog_one2one	1	ZFHX3:ENSG00000140836
Zfp185	ortholog_one2one	1	ZNF185:ENSG00000147394
Zfp30	ortholog_one2one	1	ZFP30:ENSG00000120784
Zfp365	ortholog_one2one	1	ZNF365:ENSG00000138311
Zfp37	ortholog_one2one	1	ZFP37:ENSG00000136866
Zfp52	NO_ORTHOLOG	0	
Zfp57	ortholog_one2one	1	ZFP57:ENSG00000204644
Zfp706	ortholog_one2one	1	ZNF706:ENSG00000120963
Zfpm2	ortholog_one2one	1	ZFPM2:ENSG00000169946
Zkscan6	ortholog_one2one	1	ZNF18:ENSG00000154957
Zmat1	ortholog_one2one	1	ZMAT1:ENSG00000166432
Zmat3	ortholog_one2one	1	ZMAT3:ENSG00000172667
Zmpste24	ortholog_one2one	1	ZMPSTE24:ENSG00000084073
Zmynd15	ortholog_one2one	1	ZMYND15:ENSG00000141497
Zmynd8	ortholog_one2one	1	ZMYND8:ENSG00000101040
Znf512B	NOT_FOUND_IN_BIOMART	0	
Znrf1	ortholog_one2one	1	ZNRF1:ENSG00000186187
Zscan2	ortholog_one2one	1	ZSCAN2:ENSG00000176371
