mouse_symbol	signatures	class	n_human_targets	human_targets	inclusion_decision
Lrrc49	FETAL_INTESTINE_GENES	ortholog_one2one	1	LRRC49:ENSG00000137821	include_primary
Lrrc8E	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Lrrfip1	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	LRRFIP1:ENSG00000124831	include_primary
Lsm11	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	LSM11:ENSG00000155858	include_primary
Lsm6	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	LSM6:ENSG00000164167	include_primary
Lss	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	LSS:ENSG00000160285	include_primary
Lst1	FETAL_INTESTINE_GENES	ortholog_one2one	1	LST1:ENSG00000204482	include_primary
Ltb	FETAL_INTESTINE_GENES	ortholog_one2one	1	LTB:ENSG00000227507	include_primary
Ltbp1	FETAL_INTESTINE_GENES	ortholog_one2one	1	LTBP1:ENSG00000049323	include_primary
Ltbp3	FETAL_INTESTINE_GENES	ortholog_one2one	1	LTBP3:ENSG00000168056	include_primary
Ltbp4	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	LTBP4:ENSG00000090006	include_primary
Ltf	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	LTF:ENSG00000012223	include_primary
Luc7L3	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Lum	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	LUM:ENSG00000139329	include_primary
Lurap1L	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Lxn	FETAL_INTESTINE_GENES	ortholog_one2one	1	LXN:ENSG00000079257	include_primary
Ly6A	FETAL_SPHEROID_EPITHELIUM_GENES;REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ly6C1	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ly6C2	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ly6D	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Ly6E	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ly6G6E	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ly96	FETAL_INTESTINE_GENES	ortholog_one2one	1	LY96:ENSG00000154589	include_primary
Lynx1	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	NO_ORTHOLOG	0		exclude
Lypd3	FETAL_INTESTINE_GENES	ortholog_one2one	1	LYPD3:ENSG00000124466	include_primary
Lyplal1	FETAL_INTESTINE_GENES	ortholog_one2one	1	LYPLAL1:ENSG00000143353	include_primary
Macf1	YAP_SIGNALING_GENES	ortholog_one2one	1	MACF1:ENSG00000127603	include_primary
Maff	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	MAFF:ENSG00000185022	include_primary
Maged1	FETAL_INTESTINE_GENES	ortholog_one2one	1	MAGED1:ENSG00000179222	include_primary
Maged2	FETAL_INTESTINE_GENES	ortholog_one2one	1	MAGED2:ENSG00000102316	include_primary
Magee1	FETAL_INTESTINE_GENES	ortholog_one2one	1	MAGEE1:ENSG00000198934	include_primary
Mal	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	MAL:ENSG00000172005	include_primary
Maml2	FETAL_INTESTINE_GENES	ortholog_one2one	1	MAML2:ENSG00000184384	include_primary
Man2A2	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Manba	FETAL_INTESTINE_GENES	ortholog_one2one	1	MANBA:ENSG00000109323	include_primary
Map1B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Map1Lc3A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Map1S	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Map3K12	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Map7D1	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Map9	FETAL_INTESTINE_GENES	ortholog_one2one	1	MAP9:ENSG00000164114	include_primary
Mapk11	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	MAPK11:ENSG00000185386	include_primary
Mapk12	FETAL_INTESTINE_GENES	ortholog_one2one	1	MAPK12:ENSG00000188130	include_primary
Mapk8Ip1	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Mapre1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	MAPRE1:ENSG00000101367	include_primary
Mapre2	FETAL_INTESTINE_GENES	ortholog_one2one	1	MAPRE2:ENSG00000166974	include_primary
Marcksl1	FETAL_INTESTINE_GENES	ortholog_one2one	1	MARCKSL1:ENSG00000175130	include_primary
Marveld1	FETAL_INTESTINE_GENES	ortholog_one2one	1	MARVELD1:ENSG00000155254	include_primary
Mbnl2	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	MBNL2:ENSG00000139793	include_primary
Mboat1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	MBOAT1:ENSG00000172197	include_primary
Mboat2	FETAL_INTESTINE_GENES	ortholog_one2one	1	MBOAT2:ENSG00000143797	include_primary
Mcam	FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	MCAM:ENSG00000076706	include_primary
Mcc	FETAL_INTESTINE_GENES	ortholog_one2one	1	MCC:ENSG00000171444	include_primary
Mdfi	YAP_SIGNALING_GENES	ortholog_one2one	1	MDFI:ENSG00000112559	include_primary
Mdfic	FETAL_INTESTINE_GENES	ortholog_one2one	1	MDFIC:ENSG00000135272	include_primary
Mdm2	FETAL_SPHEROID_EPITHELIUM_GENES;REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	MDM2:ENSG00000135679	include_primary
Me1	FETAL_INTESTINE_GENES	ortholog_one2one	1	ME1:ENSG00000065833	include_primary
Mea1	FETAL_INTESTINE_GENES	ortholog_one2one	1	MEA1:ENSG00000124733	include_primary
Med31	FETAL_INTESTINE_GENES	ortholog_one2one	1	MED31:ENSG00000108590	include_primary
Medag	FETAL_INTESTINE_GENES	ortholog_one2one	1	MEDAG:ENSG00000102802	include_primary
Megf8	FETAL_INTESTINE_GENES	ortholog_one2one	1	MEGF8:ENSG00000105429	include_primary
Meis1	FETAL_INTESTINE_GENES	ortholog_one2one	1	MEIS1:ENSG00000143995	include_primary
Meis2	FETAL_INTESTINE_GENES	ortholog_one2one	1	MEIS2:ENSG00000134138	include_primary
Metrn	FETAL_INTESTINE_GENES	ortholog_one2one	1	METRN:ENSG00000103260	include_primary
Mettl7B	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Mfap3L	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Mfap5	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	MFAP5:ENSG00000197614	include_primary
Mfhas1	FETAL_INTESTINE_GENES	ortholog_one2one	1	MFHAS1:ENSG00000147324	include_primary
Mfsd1	FETAL_INTESTINE_GENES	ortholog_one2one	1	MFSD1:ENSG00000118855	include_primary
Mfsd2A	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Mgarp	FETAL_INTESTINE_GENES	ortholog_one2one	1	MGARP:ENSG00000137463	include_primary
Mgat3	FETAL_INTESTINE_GENES	ortholog_one2one	1	MGAT3:ENSG00000128268	include_primary
Mgat4C	FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Mgmt	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	MGMT:ENSG00000170430	include_primary
Mgp	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	MGP:ENSG00000111341	include_primary
Mis12	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	MIS12:ENSG00000167842	include_primary
Mkrn3	FETAL_INTESTINE_GENES	ortholog_one2one	1	MKRN3:ENSG00000179455	include_primary
Mlf1	FETAL_INTESTINE_GENES	ortholog_one2one	1	MLF1:ENSG00000178053	include_primary
Mlkl	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	MLKL:ENSG00000168404	include_primary
Mmp11	FETAL_INTESTINE_GENES	ortholog_one2one	1	MMP11:ENSG00000099953	include_primary
Mmp13	FETAL_INTESTINE_GENES	ortholog_one2one	1	MMP13:ENSG00000137745	include_primary
Mmp14	FETAL_INTESTINE_GENES	ortholog_one2one	1	MMP14:ENSG00000157227	include_primary
Mmp15	FETAL_INTESTINE_GENES	ortholog_one2one	1	MMP15:ENSG00000102996	include_primary
Mmp2	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	MMP2:ENSG00000087245	include_primary
Mmp23	YAP_SIGNALING_GENES	ortholog_one2one	1	MMP23B:ENSG00000189409	include_primary
Mmp7	REGENERATIVE_EPITHELIUM;REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	MMP7:ENSG00000137673	include_primary
Mndal	YAP_SIGNALING_GENES	ambiguous	1	MNDA:ENSG00000163563	extended_ambiguous_only
Mob1A	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Morf4L1	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Morn2	FETAL_INTESTINE_GENES	ortholog_one2one	1	MORN2:ENSG00000188010	include_primary
Mpv17	FETAL_INTESTINE_GENES	ortholog_one2one	1	MPV17:ENSG00000115204	include_primary
Mras	FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	MRAS:ENSG00000158186	include_primary
Mrc1	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	MRC1:ENSG00000260314	include_primary
Mrpl18	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	MRPL18:ENSG00000112110	include_primary
Mrpl43	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	MRPL43:ENSG00000055950	include_primary
Mrpl9	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	MRPL9:ENSG00000143436	include_primary
Msantd3	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	MSANTD3:ENSG00000066697	include_primary
Msantd4	FETAL_INTESTINE_GENES	ortholog_one2one	1	MSANTD4:ENSG00000170903	include_primary
Msln	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	MSLN:ENSG00000102854	include_primary
Msn	FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	MSN:ENSG00000147065	include_primary
Msrb2	FETAL_INTESTINE_GENES	ortholog_one2one	1	MSRB2:ENSG00000148450	include_primary
Mt-Tc	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Mt-Tp	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Mtap	FETAL_INTESTINE_GENES	ortholog_one2one	1	MTAP:ENSG00000099810	include_primary
Mtap6	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Mtmr10	FETAL_INTESTINE_GENES	ortholog_one2one	1	MTMR10:ENSG00000166912	include_primary
Mtmr11	FETAL_INTESTINE_GENES	ortholog_one2one	1	MTMR11:ENSG00000014914	include_primary
Muc1	FETAL_INTESTINE_GENES	ortholog_one2one	1	MUC1:ENSG00000185499	include_primary
Muc20	FETAL_INTESTINE_GENES	ortholog_one2one	1	MUC20:ENSG00000176945	include_primary
Muc4	FETAL_INTESTINE_GENES	ortholog_one2one	1	MUC4:ENSG00000145113	include_primary
Mvp	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	MVP:ENSG00000013364	include_primary
Mx2	YAP_SIGNALING_GENES	ambiguous	1	MX1:ENSG00000157601	extended_ambiguous_only
Mxd4	FETAL_INTESTINE_GENES	ortholog_one2one	1	MXD4:ENSG00000123933	include_primary
Mycbp2	FETAL_INTESTINE_GENES	ortholog_one2one	1	MYCBP2:ENSG00000005810	include_primary
Mycbpap	YAP_SIGNALING_GENES	ortholog_one2one	1	MYCBPAP:ENSG00000136449	include_primary
Myl12A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Myl7	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	MYL7:ENSG00000106631	include_primary
Myl9	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	MYL9:ENSG00000101335	include_primary
Myo1C	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Myo1E	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Myo1H	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Myo5C	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Myo7A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Myo9B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Myof	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	MYOF:ENSG00000138119	include_primary
Naglu	FETAL_INTESTINE_GENES	ortholog_one2one	1	NAGLU:ENSG00000108784	include_primary
Nap1L1	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Napa	FETAL_INTESTINE_GENES	ortholog_one2one	1	NAPA:ENSG00000105402	include_primary
Napg	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	NAPG:ENSG00000134265	include_primary
Napsa	FETAL_INTESTINE_GENES	ortholog_one2one	1	NAPSA:ENSG00000131400	include_primary
Nbea	FETAL_INTESTINE_GENES	ortholog_one2one	1	NBEA:ENSG00000172915	include_primary
Nbl1	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	NBL1:ENSG00000158747	include_primary
Nceh1	YAP_SIGNALING_GENES	ortholog_one2one	1	NCEH1:ENSG00000144959	include_primary
Nckap1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	NCKAP1:ENSG00000061676	include_primary
Ncmap	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	NCMAP:ENSG00000184454	include_primary
Ncrna00085	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ndn	FETAL_INTESTINE_GENES	ortholog_one2one	1	NDN:ENSG00000182636	include_primary
Nefh	FETAL_INTESTINE_GENES	ortholog_one2one	1	NEFH:ENSG00000100285	include_primary
Nenf	FETAL_INTESTINE_GENES	ortholog_one2one	1	NENF:ENSG00000117691	include_primary
Nes	FETAL_INTESTINE_GENES	ortholog_one2one	1	NES:ENSG00000132688	include_primary
Neu1	YAP_SIGNALING_GENES	ortholog_one2one	1	NEU1:ENSG00000204386	include_primary
Nfe2L3	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ngfrap1	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Nicn1	FETAL_INTESTINE_GENES	ortholog_one2one	1	NICN1:ENSG00000145029	include_primary
Nid1	YAP_SIGNALING_GENES	ortholog_one2one	1	NID1:ENSG00000116962	include_primary
Nipa1	FETAL_INTESTINE_GENES	ortholog_one2one	1	NIPA1:ENSG00000170113	include_primary
Nipal2	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	NIPAL2:ENSG00000104361	include_primary
Nkx2-6	FETAL_INTESTINE_GENES	ortholog_one2one	1	NKX2-6:ENSG00000180053	include_primary
Nme1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	NME1:ENSG00000239672	include_primary
Nme5	FETAL_INTESTINE_GENES	ortholog_one2one	1	NME5:ENSG00000112981	include_primary
Nono	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	NONO:ENSG00000147140	include_primary
Nop58	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	NOP58:ENSG00000055044	include_primary
Nos2	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	NOS2:ENSG00000007171	include_primary
Nos3	FETAL_INTESTINE_GENES	ortholog_one2one	1	NOS3:ENSG00000164867	include_primary
Notch3	FETAL_INTESTINE_GENES	ortholog_one2one	1	NOTCH3:ENSG00000074181	include_primary
Noxo1	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	NOXO1:ENSG00000196408	include_primary
Nphp1	FETAL_INTESTINE_GENES	ortholog_one2one	1	NPHP1:ENSG00000144061	include_primary
Nphp4	FETAL_INTESTINE_GENES	ortholog_one2one	1	NPHP4:ENSG00000131697	include_primary
Npnt	YAP_SIGNALING_GENES	ortholog_one2one	1	NPNT:ENSG00000168743	include_primary
Nr2F2	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Nr4A1	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Nrep	FETAL_INTESTINE_GENES	ortholog_one2one	1	NREP:ENSG00000134986	include_primary
Nrip3	YAP_SIGNALING_GENES	ortholog_one2one	1	NRIP3:ENSG00000175352	include_primary
Nrp1	FETAL_INTESTINE_GENES	ortholog_one2one	1	NRP1:ENSG00000099250	include_primary
Nt5C2	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Nt5E	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ntrk2	FETAL_INTESTINE_GENES	ortholog_one2one	1	NTRK2:ENSG00000148053	include_primary
Nudt18	FETAL_INTESTINE_GENES	ortholog_one2one	1	NUDT18:ENSG00000275074	include_primary
Nutf2	FETAL_INTESTINE_GENES	ambiguous	1	NUTF2:ENSG00000102898	extended_ambiguous_only
Nxn	FETAL_INTESTINE_GENES	ortholog_one2one	1	NXN:ENSG00000167693	include_primary
Nxnl2	FETAL_INTESTINE_GENES	ortholog_one2one	1	NXNL2:ENSG00000130045	include_primary
Oas1F	FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Oas2	FETAL_INTESTINE_GENES	ortholog_one2one	1	OAS2:ENSG00000111335	include_primary
Oas3	YAP_SIGNALING_GENES	ortholog_one2one	1	OAS3:ENSG00000111331	include_primary
Oasl1	YAP_SIGNALING_GENES	ortholog_one2one	1	OASL:ENSG00000135114	include_primary
Oasl2	YAP_SIGNALING_GENES	NO_ORTHOLOG	0		exclude
Oaz2	FETAL_INTESTINE_GENES	ortholog_one2one	1	OAZ2:ENSG00000180304	include_primary
Ogn	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	OGN:ENSG00000106809	include_primary
Olfr1318	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Omp	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	OMP:ENSG00000254550	include_primary
Onecut2	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	ONECUT2:ENSG00000119547	include_primary
Ophn1	FETAL_INTESTINE_GENES	ortholog_one2one	1	OPHN1:ENSG00000079482	include_primary
Orai1	FETAL_INTESTINE_GENES	ortholog_one2one	1	ORAI1:ENSG00000276045	include_primary
Orai3	FETAL_INTESTINE_GENES	ortholog_one2one	1	ORAI3:ENSG00000175938	include_primary
Osbpl3	YAP_SIGNALING_GENES	ortholog_one2one	1	OSBPL3:ENSG00000070882	include_primary
Osbpl5	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	OSBPL5:ENSG00000021762	include_primary
Osgin1	FETAL_INTESTINE_GENES	ortholog_one2one	1	OSGIN1:ENSG00000140961	include_primary
Osmr	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	OSMR:ENSG00000145623	include_primary
Osr1	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	OSR1:ENSG00000143867	include_primary
Otop3	FETAL_INTESTINE_GENES	ortholog_one2one	1	OTOP3:ENSG00000182938	include_primary
Otub2	FETAL_INTESTINE_GENES	ortholog_one2one	1	OTUB2:ENSG00000089723	include_primary
Otud1	YAP_SIGNALING_GENES	ortholog_one2one	1	OTUD1:ENSG00000165312	include_primary
Otud7B	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Oxct2B	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Oxr1	FETAL_INTESTINE_GENES	ortholog_one2one	1	OXR1:ENSG00000164830	include_primary
P2Rx2	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
P2Ry2	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
P2Ry6	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pabpc1	REVIVAL_STEM_CELL_GENES	NO_ORTHOLOG	0		exclude
Pabpn1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	PABPN1:ENSG00000100836	include_primary
Pacrg	FETAL_INTESTINE_GENES	ortholog_one2one	1	PACRG:ENSG00000112530	include_primary
Pacsin3	FETAL_INTESTINE_GENES	ortholog_one2one	1	PACSIN3:ENSG00000165912	include_primary
Padi2	FETAL_INTESTINE_GENES	ortholog_one2one	1	PADI2:ENSG00000117115	include_primary
Pak1	FETAL_INTESTINE_GENES	ortholog_one2one	1	PAK1:ENSG00000149269	include_primary
Pak3	FETAL_INTESTINE_GENES	ortholog_one2one	1	PAK3:ENSG00000077264	include_primary
Pak6	YAP_SIGNALING_GENES	ortholog_one2one	1	PAK6:ENSG00000137843	include_primary
Pald1	FETAL_INTESTINE_GENES	ortholog_one2one	1	PALD1:ENSG00000107719	include_primary
Palld	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	PALLD:ENSG00000129116	include_primary
Palm	FETAL_INTESTINE_GENES	ortholog_one2one	1	PALM:ENSG00000099864	include_primary
Palmd	FETAL_INTESTINE_GENES	ortholog_one2one	1	PALMD:ENSG00000099260	include_primary
Pam	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	PAM:ENSG00000145730	include_primary
Pamr1	FETAL_INTESTINE_GENES	ortholog_one2one	1	PAMR1:ENSG00000149090	include_primary
Paqr5	FETAL_INTESTINE_GENES	ortholog_one2one	1	PAQR5:ENSG00000137819	include_primary
Paqr7	FETAL_INTESTINE_GENES	ortholog_one2one	1	PAQR7:ENSG00000182749	include_primary
Paqr8	FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	PAQR8:ENSG00000170915	include_primary
Pard6B	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Parm1	FETAL_INTESTINE_GENES	ortholog_one2one	1	PARM1:ENSG00000169116	include_primary
Parp12	FETAL_INTESTINE_GENES	ortholog_one2one	1	PARP12:ENSG00000059378	include_primary
Parp14	FETAL_INTESTINE_GENES	ortholog_one2one	1	PARP14:ENSG00000173193	include_primary
Parp8	FETAL_INTESTINE_GENES	ortholog_one2one	1	PARP8:ENSG00000151883	include_primary
Parva	FETAL_INTESTINE_GENES	ortholog_one2one	1	PARVA:ENSG00000197702	include_primary
Pax8	FETAL_INTESTINE_GENES	ortholog_one2one	1	PAX8:ENSG00000125618	include_primary
Pbdc1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	PBDC1:ENSG00000102390	include_primary
Pbx1	FETAL_INTESTINE_GENES	ortholog_one2one	1	PBX1:ENSG00000185630	include_primary
Pbxip1	FETAL_INTESTINE_GENES	ortholog_one2one	1	PBXIP1:ENSG00000163346	include_primary
Pcbp3	FETAL_INTESTINE_GENES	ortholog_one2one	1	PCBP3:ENSG00000183570	include_primary
Pcgf6	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	PCGF6:ENSG00000156374	include_primary
Pcnxl4	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pcolce	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	ortholog_one2one	1	PCOLCE:ENSG00000106333	include_primary
Pcsk6	YAP_SIGNALING_GENES	ortholog_one2one	1	PCSK6:ENSG00000140479	include_primary
Pcyt1A	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pcyt1B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pdgfb	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	PDGFB:ENSG00000100311	include_primary
Pdgfc	FETAL_INTESTINE_GENES	ortholog_one2one	1	PDGFC:ENSG00000145431	include_primary
Pdgfra	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	PDGFRA:ENSG00000134853	include_primary
Pdlim2	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	PDLIM2:ENSG00000120913	include_primary
Pdlim4	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	PDLIM4:ENSG00000131435	include_primary
Pdlim7	FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	PDLIM7:ENSG00000196923	include_primary
Pdpn	FETAL_INTESTINE_GENES	ortholog_one2one	1	PDPN:ENSG00000162493	include_primary
Pdrg1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	PDRG1:ENSG00000088356	include_primary
Pdxk	FETAL_INTESTINE_GENES	ortholog_one2one	1	PDXK:ENSG00000160209	include_primary
Pdzk1Ip1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Pdzrn3	FETAL_INTESTINE_GENES	ortholog_one2one	1	PDZRN3:ENSG00000121440	include_primary
Pear1	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	PEAR1:ENSG00000187800	include_primary
Perp	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	PERP:ENSG00000112378	include_primary
Pes1	FETAL_INTESTINE_GENES	ortholog_one2one	1	PES1:ENSG00000100029	include_primary
Pex19	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	PEX19:ENSG00000162735	include_primary
Pfdn2	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	PFDN2:ENSG00000143256	include_primary
Pfn2	FETAL_INTESTINE_GENES	ortholog_one2one	1	PFN2:ENSG00000070087	include_primary
Pgap1	YAP_SIGNALING_GENES	ortholog_one2one	1	PGAP1:ENSG00000197121	include_primary
Pglyrp1	FETAL_INTESTINE_GENES	ortholog_one2one	1	PGLYRP1:ENSG00000008438	include_primary
Phlda1	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	PHLDA1:ENSG00000139289	include_primary
